DEPCOM,NOM_COM,IRIS,DCOMIRIS,NOM_IRIS,TYP_IRIS
59402,Millam,0000,594020000,Millam,Z
59216,Eswars,0000,592160000,Eswars,Z
59199,Erchin,0000,591990000,Erchin,Z
59539,Saint-Pierre-Brouck,0000,595390000,Saint-Pierre-Brouck,Z
59651,Wavrechain-sous-Denain,0000,596510000,Wavrechain-sous-Denain,Z
59124,Camphin-en-Pévèle,0000,591240000,Camphin-en-Pévèle,Z
59231,Ferrière-la-Petite,0000,592310000,Ferrière-la-Petite,Z
59290,Haut-Lieu,0000,592900000,Haut-Lieu,Z
59087,Boëseghem,0000,590870000,Boëseghem,Z
59236,Flesquières,0000,592360000,Flesquières,Z
59105,Bouvignies,0000,591050000,Bouvignies,Z
59035,Avesnelles,0000,590350000,Avesnelles,Z
59005,Allennes-les-Marais,0000,590050000,Allennes-les-Marais,Z
59201,Erquinghem-le-Sec,0000,592010000,Erquinghem-le-Sec,Z
59592,Thumeries,0000,595920000,Thumeries,Z
59254,Fressain,0000,592540000,Fressain,Z
59572,Solre-le-Château,0000,595720000,Solre-le-Château,Z
59016,Armbouts-Cappel,0000,590160000,Armbouts-Cappel,Z
59012,Anor,0000,590120000,Anor,Z
59166,Curgies,0000,591660000,Curgies,Z
59237,Flêtre,0000,592370000,Flêtre,Z
59639,Wargnies-le-Grand,0000,596390000,Wargnies-le-Grand,Z
59078,Beugnies,0000,590780000,Beugnies,Z
59643,Warneton,0000,596430000,Warneton,Z
59445,Ohain,0000,594450000,Ohain,Z
59097,Boursies,0000,590970000,Boursies,Z
59591,Thivencelle,0000,595910000,Thivencelle,Z
59655,Wemaers-Cappel,0000,596550000,Wemaers-Cappel,Z
59019,Artres,0000,590190000,Artres,Z
59627,Villers-Sire-Nicole,0000,596270000,Villers-Sire-Nicole,Z
59026,Aubigny-au-Bac,0000,590260000,Aubigny-au-Bac,Z
59436,Noordpeene,0000,594360000,Noordpeene,Z
59292,Haveluy,0000,592920000,Haveluy,Z
59474,Prisches,0000,594740000,Prisches,Z
59002,Abscon,0000,590020000,Abscon,Z
59219,Estrun,0000,592190000,Estrun,Z
59114,Bruille-Saint-Amand,0000,591140000,Bruille-Saint-Amand,Z
59192,Émerchicourt,0000,591920000,Émerchicourt,Z
59466,Pont-à-Marcq,0000,594660000,Pont-à-Marcq,Z
59495,Recquignies,0000,594950000,Recquignies,Z
59037,Avesnes-les-Aubert,0000,590370000,Avesnes-les-Aubert,Z
59577,Staple,0000,595770000,Staple,Z
59661,Willies,0000,596610000,Willies,Z
59532,Saint-Georges-sur-l'Aa,0000,595320000,Saint-Georges-sur-l'Aa,Z
59281,Hantay,0000,592810000,Hantay,Z
59038,Avesnes-le-Sec,0000,590380000,Avesnes-le-Sec,Z
59228,Férin,0000,592280000,Férin,Z
59262,Godewaersvelde,0000,592620000,Godewaersvelde,Z
59476,Proville,0000,594760000,Proville,Z
59008,Aniche,0103,590080103,Centre 2,H
59008,Aniche,0102,590080102,Village Centre,H
59008,Aniche,0104,590080104,Sud,H
59008,Aniche,0101,590080101,Nord,H
59009,Villeneuve-d'Ascq,0501,590090501,Liberte,H
59009,Villeneuve-d'Ascq,0103,590090103,Babylone,H
59009,Villeneuve-d'Ascq,0102,590090102,Sart,H
59009,Villeneuve-d'Ascq,0303,590090303,Cousinerie Ouest,H
59009,Villeneuve-d'Ascq,0201,590090201,Pres,H
59009,Villeneuve-d'Ascq,0404,590090404,Moulin d'Ascq,H
59009,Villeneuve-d'Ascq,0402,590090402,Brigode,H
59009,Villeneuve-d'Ascq,0405,590090405,Le Pron,H
59009,Villeneuve-d'Ascq,0206,590090206,Chateau,H
59009,Villeneuve-d'Ascq,0306,590090306,Heron,D
59009,Villeneuve-d'Ascq,0504,590090504,Residence Est,H
59009,Villeneuve-d'Ascq,0207,590090207,Bourg,H
59009,Villeneuve-d'Ascq,0705,590090705,Valmy,H
59009,Villeneuve-d'Ascq,0304,590090304,Cousinerie Centre,H
59009,Villeneuve-d'Ascq,0602,590090602,Triolo Est,H
59009,Villeneuve-d'Ascq,0202,590090202,Gendarmerie,H
59009,Villeneuve-d'Ascq,0704,590090704,Hotel de Ville,H
59009,Villeneuve-d'Ascq,0505,590090505,Residence Ouest,H
59009,Villeneuve-d'Ascq,0703,590090703,Veterans,H
59009,Villeneuve-d'Ascq,0401,590090401,Fusilles,A
59009,Villeneuve-d'Ascq,0502,590090502,Poste,H
59009,Villeneuve-d'Ascq,0701,590090701,Pont de Bois,H
59009,Villeneuve-d'Ascq,0601,590090601,Cite Scientifique,H
59009,Villeneuve-d'Ascq,0204,590090204,Les Facultes,H
59009,Villeneuve-d'Ascq,0104,590090104,Recueil,H
59009,Villeneuve-d'Ascq,0603,590090603,Triolo Ouest,H
59009,Villeneuve-d'Ascq,0203,590090203,Croisure,H
59009,Villeneuve-d'Ascq,0101,590090101,Breucq,H
59009,Villeneuve-d'Ascq,0305,590090305,Les Moulins,A
59009,Villeneuve-d'Ascq,0301,590090301,Cousinerie Est,H
59009,Villeneuve-d'Ascq,0403,590090403,Annappes,H
59011,Annoeullin,0102,590110102,Nord,H
59011,Annoeullin,0101,590110101,Nord Ouest,H
59011,Annoeullin,0103,590110103,Sud Est,H
59014,Anzin,0104,590140104,centre 2,H
59014,Anzin,0105,590140105,sud ouest,H
59014,Anzin,0101,590140101,nord est,H
59014,Anzin,0103,590140103,nord ouest,H
59014,Anzin,0102,590140102,centre 1,H
59014,Anzin,0106,590140106,sud,H
59017,Armentières,0403,590170403,centre republique 3,H
59017,Armentières,0103,590170103,quartier salengro,H
59017,Armentières,0201,590170201,bizet 1,H
59017,Armentières,0304,590170304,route d'houplines 4,H
59017,Armentières,0303,590170303,route d'houplines 3,H
59017,Armentières,0102,590170102,pres du hem,H
59017,Armentières,0101,590170101,base de loisirs des pre du hem,D
59017,Armentières,0305,590170305,Route d'Houplines 2,H
59017,Armentières,0202,590170202,bizet-leo lagrange,H
59017,Armentières,0402,590170402,centre republique 2,H
59017,Armentières,0301,590170301,route d'houplines 1,H
59017,Armentières,0401,590170401,centre republique 1,H
59028,Auby,0103,590280103,Bon Air et Asturies,H
59028,Auby,0102,590280102,Centre,H
59028,Auby,0101,590280101,Lavalee-Champfromentin,H
59032,Aulnoy-lez-Valenciennes,0103,590320103,Est,H
59032,Aulnoy-lez-Valenciennes,0101,590320101,Sud,H
59032,Aulnoy-lez-Valenciennes,0102,590320102,Nord Ouest,H
59033,Aulnoye-Aymeries,0102,590330102,Fache de la Chapelle+Zac d'Aymeries,H
59033,Aulnoye-Aymeries,0105,590330105,Quartier Vallourec,H
59033,Aulnoye-Aymeries,0104,590330104,Centre Ville,H
59033,Aulnoye-Aymeries,0101,590330101,Quartier Cheminots,H
59033,Aulnoye-Aymeries,0103,590330103,Fache du Bouvier+Aymeries,H
59036,Avesnes-sur-Helpe,0101,590360101,Sud Ouest,H
59036,Avesnes-sur-Helpe,0102,590360102,Nord Est,H
59043,Bailleul,0201,590430201,pre aux chenes,H
59043,Bailleul,0401,590430401,centre,H
59043,Bailleul,0101,590430101,Saint-Vaast,H
59043,Bailleul,0501,590430501,nord,H
59043,Bailleul,0301,590430301,sud,H
59051,La Bassée,0101,590510101,Sud,H
59051,La Bassée,0102,590510102,Nord,H
59052,Bauvin,0101,590520101,Nord,H
59052,Bauvin,0102,590520102,Sud,H
59079,Beuvrages,0103,590790103,Sud,H
59079,Beuvrages,0101,590790101,Nord,H
59079,Beuvrages,0102,590790102,Fenelon,H
59090,Bondues,0103,590900103,centre,H
59090,Bondues,0101,590900101,domaine de la vigne,H
59090,Bondues,0102,590900102,bois blancs-pave linselles-peupliers,H
59090,Bondues,0104,590900104,bois d'achelles,H
59094,Bourbourg,0101,590940101,Centre,H
59094,Bourbourg,0102,590940102,Nord,H
59094,Bourbourg,0103,590940103,Sud,H
59112,Bruay-sur-l'Escaut,0103,591120103,marais de l'epaix,D
59112,Bruay-sur-l'Escaut,0102,591120102,rocquignol,H
59112,Bruay-sur-l'Escaut,0105,591120105,haultiere,H
59112,Bruay-sur-l'Escaut,0106,591120106,le marais foucart,H
59112,Bruay-sur-l'Escaut,0104,591120104,centre,H
59112,Bruay-sur-l'Escaut,0101,591120101,trois au bois,H
59122,Cambrai,0101,591220101,cambrai 1,H
59122,Cambrai,0108,591220108,cambrai 8,H
59122,Cambrai,0105,591220105,cambrai 5,H
59122,Cambrai,0113,591220113,cambrai 13,H
59122,Cambrai,0114,591220114,cambrai 14,H
59122,Cambrai,0103,591220103,cambrai 3,H
59122,Cambrai,0107,591220107,cambrai 7,H
59122,Cambrai,0102,591220102,cambrai 2,H
59122,Cambrai,0106,591220106,cambrai 6,H
59122,Cambrai,0104,591220104,cambrai 4,H
59122,Cambrai,0109,591220109,cambrai 9,H
59122,Cambrai,0110,591220110,cambrai 10,H
59131,Cappelle-la-Grande,0104,591310104,Cite des Cheminots-Cural,H
59131,Cappelle-la-Grande,0101,591310101,Centre,H
59131,Cappelle-la-Grande,0102,591310102,Sud,H
59131,Cappelle-la-Grande,0103,591310103,Est,H
59136,Le Cateau-Cambrésis,0101,591360101,Sud,H
59136,Le Cateau-Cambrésis,0102,591360102,Centre,H
59136,Le Cateau-Cambrésis,0103,591360103,Nord,H
59139,Caudry,0105,591390105,barbusse,H
59139,Caudry,0101,591390101,nord ouest,H
59139,Caudry,0102,591390102,centre 1,H
59139,Caudry,0103,591390103,est,H
59139,Caudry,0106,591390106,sud,H
59139,Caudry,0104,591390104,centre 2,H
59143,La Chapelle-d'Armentières,0104,591430104,Nord,H
59143,La Chapelle-d'Armentières,0103,591430103,Sud,H
59143,La Chapelle-d'Armentières,0102,591430102,Le Bourg-Les Masures,H
59152,Comines,0202,591520202,le rossignol,H
59152,Comines,0203,591520203,Sainte-Marguerite,H
59152,Comines,0201,591520201,l'apothicaire,H
59152,Comines,0102,591520102,centre ville,H
59152,Comines,0101,591520101,la gaie perche,H
59153,Condé-sur-l'Escaut,0102,591530102,Cite du Gras Boeuf,H
59153,Condé-sur-l'Escaut,0103,591530103,sud ouest,H
59153,Condé-sur-l'Escaut,0105,591530105,est,H
59153,Condé-sur-l'Escaut,0104,591530104,sud,H
59153,Condé-sur-l'Escaut,0101,591530101,nord,H
59155,Coudekerque-Branche,0101,591550101,vieux coudekerque,H
59155,Coudekerque-Branche,0203,591550203,centre nord 3,H
59155,Coudekerque-Branche,0402,591550402,Saint-Pierre 2,H
59155,Coudekerque-Branche,0501,591550501,steendam,H
59155,Coudekerque-Branche,0301,591550301,centre ville 2,H
59155,Coudekerque-Branche,0201,591550201,centre nord 1,H
59155,Coudekerque-Branche,0202,591550202,centre nord 2,H
59155,Coudekerque-Branche,0302,591550302,centre ville 1,H
59155,Coudekerque-Branche,0401,591550401,Saint-Pierre 1,H
59163,Croix,0203,591630203,Saint-Pierre 3,H
59163,Croix,0202,591630202,Saint-Pierre 2,H
59163,Croix,0104,591630104,centre 4,H
59163,Croix,0301,591630301,beaumont 1,H
59163,Croix,0201,591630201,Saint-Pierre 1,H
59163,Croix,0204,591630204,Saint-Pierre 4,H
59163,Croix,0101,591630101,centre 1,H
59163,Croix,0302,591630302,beaumont 2,H
59163,Croix,0102,591630102,centre 2,H
59165,Cuincy,0101,591650101,La Roseraie-Les Treize-Les Quinsions,H
59165,Cuincy,0102,591650102,Zac Notre Dame,A
59165,Cuincy,0103,591650103,Centre-Petit Cuincy,H
59170,Dechy,0101,591700101,Faubourg St-Germain-La Croix de Pierre,H
59170,Dechy,0102,591700102,La Longue Borne-Fond de Gaillot,H
59172,Denain,0101,591720101,faubourg du chateau,H
59172,Denain,0102,591720102,bellevue,H
59172,Denain,0104,591720104,centre-ville nord,H
59172,Denain,0103,591720103,couture et turenne,H
59172,Denain,0106,591720106,nouveau monde,H
59172,Denain,0105,591720105,centre-ville sud,H
59178,Douai,0113,591780113,quartier nord est scarpe et derivation,H
59178,Douai,0101,591780101,hameau de frais marais,H
59178,Douai,0114,591780114,hameau de dorignies,H
59178,Douai,0117,591780117,quartier residence gayant,H
59178,Douai,0104,591780104,quartier place d armes et du barlet,H
59178,Douai,0109,591780109,quartier sous prefecture,H
59178,Douai,0105,591780105,faubourg de cambrai et de paris,H
59178,Douai,0110,591780110,quartier charles bourseul,H
59178,Douai,0103,591780103,quartier place carnot,H
59178,Douai,0111,591780111,quartier faubourg de bethune,H
59178,Douai,0112,591780112,polygone hameau de wagnonville,H
59178,Douai,0108,591780108,quartier faubourg d esquerchin,H
59178,Douai,0102,591780102,quartier de la gare,H
59178,Douai,0107,591780107,quartier casernes caux corbineau,H
59179,Douchy-les-Mines,0104,591790104,centre,H
59179,Douchy-les-Mines,0101,591790101,nord,H
59179,Douchy-les-Mines,0103,591790103,pitegnie,H
59179,Douchy-les-Mines,0102,591790102,sud,H
59183,Dunkerque,1202,591831202,Pont Loby,H
59183,Dunkerque,0401,591830401,Glacis,H
59183,Dunkerque,1001,591831001,Jeu de Mail-Carre-Ile Jeanty,H
59183,Dunkerque,1303,591831303,Meunerie Sud,A
59183,Dunkerque,2002,591832002,Fort-Mardyck Est,H
59183,Dunkerque,0803,591830803,Rosendael Maraichais,D
59183,Dunkerque,0601,591830601,Malo Bagatelle,H
59183,Dunkerque,0201,591830201,Citadelle-Victoire,H
59183,Dunkerque,1101,591831101,Louis XIV,H
59183,Dunkerque,1503,591831503,Cheminots,H
59183,Dunkerque,1803,591831803,Saint-Benoit,H
59183,Dunkerque,0802,591830802,Rosendael Tente Verte,H
59183,Dunkerque,0702,591830702,Zamenhoff,H
59183,Dunkerque,0701,591830701,Rosendael Centre,H
59183,Dunkerque,2001,591832001,Fort-Mardyck Ouest,H
59183,Dunkerque,1201,591831201,Ps-Mairie Annexe,H
59183,Dunkerque,1802,591831802,Jean Bart Guynemer,H
59183,Dunkerque,0203,591830203,Sud-Gare,H
59183,Dunkerque,1602,591831602,Bazennes,H
59183,Dunkerque,1002,591831002,Basse Ville,H
59183,Dunkerque,1102,591831102,Banc Vert,H
59183,Dunkerque,0603,591830603,Malo Britania,H
59183,Dunkerque,1502,591831502,Plaine Bayard,H
59183,Dunkerque,1901,591831901,Romain Roland,H
59183,Dunkerque,1302,591831302,Meunerie Nord,H
59183,Dunkerque,0101,591830101,Zone Portuaire,D
59183,Dunkerque,0502,591830502,Malo Sud,H
59183,Dunkerque,0402,591830402,Stade Tribut,H
59183,Dunkerque,1501,591831501,Gare de Triage,D
59183,Dunkerque,1301,591831301,Dessinguez,H
59183,Dunkerque,1401,591831401,Mardyck,H
59183,Dunkerque,0801,591830801,Malo Terminus,H
59183,Dunkerque,1701,591831701,Quai Wilson,H
59183,Dunkerque,1801,591831801,Saint-Gobin,H
59183,Dunkerque,0602,591830602,Malo Meridien,H
59183,Dunkerque,0202,591830202,Centre,H
59183,Dunkerque,0501,591830501,Malo Turenne Sud,H
59183,Dunkerque,0901,591830901,Rosendael Hopital,H
59183,Dunkerque,0301,591830301,Malo Turenne Nord,H
59183,Dunkerque,1902,591831902,Carnot,H
59183,Dunkerque,0503,591830503,Rosendael-Anatole France,H
59183,Dunkerque,0902,591830902,Rosendael Felix Coquelle,H
59183,Dunkerque,1601,591831601,Jardins,H
59205,Escaudain,0101,592050101,Centre,H
59205,Escaudain,0103,592050103,Nord Ouest,H
59205,Escaudain,0102,592050102,Sud Est,H
59212,Estaires,0101,592120101,Est,H
59212,Estaires,0102,592120102,Ouest,H
59220,Faches-Thumesnil,0103,592200103,Thumesnil Mairie,H
59220,Faches-Thumesnil,0102,592200102,Croisette,H
59220,Faches-Thumesnil,0101,592200101,Thumesnil Nord,H
59220,Faches-Thumesnil,0201,592200201,Z.A.C. Economique Commerciale,A
59220,Faches-Thumesnil,0203,592200203,Mont de Faches,H
59220,Faches-Thumesnil,0205,592200205,periseaux,H
59220,Faches-Thumesnil,0204,592200204,Cinq Bonniers,H
59220,Faches-Thumesnil,0202,592200202,Village de Faches,H
59225,Feignies,0103,592250103,Nord Ouest,H
59225,Feignies,0101,592250101,Nord Est,H
59225,Feignies,0102,592250102,Sud,H
59227,Fenain,0101,592270101,Sud,H
59227,Fenain,0102,592270102,Nord,H
59230,Ferrière-la-Grande,0102,592300102,Sud Ouest,H
59230,Ferrière-la-Grande,0103,592300103,Sud Est,H
59230,Ferrière-la-Grande,0101,592300101,Nord,H
59234,Flers-en-Escrebieux,0102,592340102,Flers Centre,H
59234,Flers-en-Escrebieux,0103,592340103,Le Villers,H
59234,Flers-en-Escrebieux,0101,592340101,Quartier du Pont de la Deule,H
59239,Flines-lez-Raches,0101,592390101,Sud Est,H
59239,Flines-lez-Raches,0102,592390102,Nord Ouest,H
59249,Fourmies,0101,592490101,les haies bourriaux-la marlière,H
59249,Fourmies,0106,592490106,sud est,H
59249,Fourmies,0105,592490105,les noires terres,H
59249,Fourmies,0103,592490103,la concorde,H
59249,Fourmies,0102,592490102,centre 2,H
59249,Fourmies,0104,592490104,centre 1,H
59253,Fresnes-sur-Escaut,0103,592530103,Sud Ouest,H
59253,Fresnes-sur-Escaut,0102,592530102,Est,H
59253,Fresnes-sur-Escaut,0101,592530101,Nord Ouest,H
59268,La Gorgue,0101,592680101,Ouest,H
59268,La Gorgue,0102,592680102,Est,H
59271,Grande-Synthe,0202,592710202,Saint-Jacques Exterieur,H
59271,Grande-Synthe,0201,592710201,Saint-Jacques Centre,H
59271,Grande-Synthe,0601,592710601,Moulin,H
59271,Grande-Synthe,0301,592710301,Europe,H
59271,Grande-Synthe,0101,592710101,Ecarts,A
59271,Grande-Synthe,0501,592710501,COURGHAIN Centre,H
59271,Grande-Synthe,0402,592710402,ALBECK Nord,H
59271,Grande-Synthe,0602,592710602,Basroch,H
59271,Grande-Synthe,0401,592710401,Albeck Sud,H
59271,Grande-Synthe,0502,592710502,COURGHAIN Exterieur,H
59272,Grand-Fort-Philippe,0103,592720103,Banc à Groseilles,H
59272,Grand-Fort-Philippe,0101,592720101,Centre,H
59272,Grand-Fort-Philippe,0102,592720102,Stade,H
59273,Gravelines,0101,592730101,petit fort philippe,H
59273,Gravelines,0104,592730104,les huttes-nord banc,H
59273,Gravelines,0102,592730102,polder,H
59273,Gravelines,0105,592730105,pont de pierres-charles leure,H
59273,Gravelines,0103,592730103,centre,H
59276,Guesnain,0101,592760101,Malmaison-Petit Marais-Puits à Marne,H
59276,Guesnain,0102,592760102,Centre,H
59279,Halluin,0303,592790303,Mont-Triez Cailloux,D
59279,Halluin,0302,592790302,Mont Fleuri,H
59279,Halluin,0202,592790202,Forage,H
59279,Halluin,0102,592790102,Molinel,H
59279,Halluin,0201,592790201,Centre,H
59279,Halluin,0101,592790101,Molinel Colbras,H
59279,Halluin,0301,592790301,Les Ecoles,H
59279,Halluin,0203,592790203,Pannerie-Rouge Porte,H
59279,Halluin,0103,592790103,Le Colbras,D
59286,Haubourdin,0202,592860202,Rive Droite 2,H
59286,Haubourdin,0204,592860204,Zone Verte,D
59286,Haubourdin,0102,592860102,Rive Gauche 2,H
59286,Haubourdin,0101,592860101,Rive Gauche 1,H
59286,Haubourdin,0201,592860201,Rive Droite 1,H
59286,Haubourdin,0203,592860203,Rive Droite 3,H
59291,Hautmont,0103,592910103,cimetiere-eglise,H
59291,Hautmont,0105,592910105,entree 2 bois-la chesnaie-les bateliers,H
59291,Hautmont,0102,592910102,gare,H
59291,Hautmont,0101,592910101,Saint-Marcel,H
59291,Hautmont,0104,592910104,les tulipes-cite de forest,H
59295,Hazebrouck,0106,592950106,hazebrouck 6,H
59295,Hazebrouck,0108,592950108,hazebrouck 8,H
59295,Hazebrouck,0104,592950104,hazebrouck 4,H
59295,Hazebrouck,0101,592950101,hazebrouck 1,H
59295,Hazebrouck,0105,592950105,hazebrouck 5,H
59295,Hazebrouck,0112,592950112,Hazebrouck 9 réduit,H
59295,Hazebrouck,0102,592950102,hazebrouck 2,H
59295,Hazebrouck,0103,592950103,hazebrouck 3,H
59295,Hazebrouck,0107,592950107,hazebrouck 7,H
59295,Hazebrouck,0110,592950110,hazebrouck 10,H
59299,Hem,0303,592990303,Hauts Champs,H
59299,Hem,0302,592990302,Longchamp,H
59299,Hem,0203,592990203,Vieux quartiers-Civron,H
59299,Hem,0204,592990204,la vallee-petit lannoy,H
59299,Hem,0103,592990103,Lionderie,H
59299,Hem,0301,592990301,Trois Fermes,H
59299,Hem,0102,592990102,Trois Baudets,H
59299,Hem,0202,592990202,Vieux quartiers-Tribonnerie,H
59299,Hem,0101,592990101,Beaumont,H
59299,Hem,0201,592990201,Le Trie,H
59317,Houplines,0102,593170102,Nord,H
59317,Houplines,0101,593170101,Ouest,H
59317,Houplines,0103,593170103,Sud,H
59324,Jeumont,0103,593240103,le centre,H
59324,Jeumont,0106,593240106,quewette et bersillies,D
59324,Jeumont,0104,593240104,gare et environs,H
59324,Jeumont,0102,593240102,quartier nord,H
59324,Jeumont,0105,593240105,le lambrecon,H
59324,Jeumont,0101,593240101,zone d'activite,A
59327,Lallaing,0102,593270102,Nord Est,H
59327,Lallaing,0103,593270103,Sud,H
59327,Lallaing,0101,593270101,Nord Ouest,H
59328,Lambersart,0302,593280302,Bourg,H
59328,Lambersart,0102,593280102,Pacot Vandracq,H
59328,Lambersart,0502,593280502,canteleu-colysee,H
59328,Lambersart,0203,593280203,conquerants,H
59328,Lambersart,0301,593280301,chateaux-Carnoy,H
59328,Lambersart,0103,593280103,Rue de lille,H
59328,Lambersart,0405,593280405,Champs de Courses-Delecaux,H
59328,Lambersart,0201,593280201,braille-verghelles-cite familiale-,H
59328,Lambersart,0501,593280501,canteleu-ampere,H
59328,Lambersart,0202,593280202,Briqueterie,H
59328,Lambersart,0403,593280403,Canon d'or,H
59328,Lambersart,0101,593280101,Cessoie,H
59329,Lambres-lez-Douai,0102,593290102,Sud,H
59329,Lambres-lez-Douai,0106,593290106,Nord,H
59339,Leers,0101,593390101,Centre,H
59339,Leers,0103,593390103,Est,H
59339,Leers,0102,593390102,Ouest,H
59340,Leffrinckoucke,0101,593400101,Centre,H
59340,Leffrinckoucke,0102,593400102,Village,H
59343,Lesquin,0101,593430101,Voyettes-Crt-Aeroport,H
59343,Lesquin,0105,593430105,Centre,H
59350,Lille,1005,593501005,Lannoy,H
59350,Lille,0105,593500105,lille centre 5,H
59350,Lille,0706,593500706,Giraudoux,H
59350,Lille,0109,593500109,lille centre 9,A
59350,Lille,0303,593500303,Catinat,H
59350,Lille,3001,593503001,sud marais 1,H
59350,Lille,0507,593500507,Belfort,H
59350,Lille,2701,593502701,zone d activite-min,A
59350,Lille,0904,593500904,Cudl,A
59350,Lille,1003,593501003,Caulier,H
59350,Lille,0504,593500504,Fac de Droit,H
59350,Lille,0310,593500310,Citadelle,D
59350,Lille,2603,593502603,les sarts 3,H
59350,Lille,0711,593500711,Balzac-Lazarre Garreau,H
59350,Lille,0203,593500203,vieux lille 3,H
59350,Lille,0803,593500803,Vieux Bois-Blancs,H
59350,Lille,0305,593500305,Colson,H
59350,Lille,2601,593502601,les sarts 1,H
59350,Lille,0307,593500307,Lille-Acier,H
59350,Lille,0804,593500804,Aviateurs,H
59350,Lille,0801,593500801,Marx Dormoy,H
59350,Lille,0705,593500705,Croisette B,H
59350,Lille,0408,593500408,Justice,H
59350,Lille,2501,593502501,centre 1,H
59350,Lille,0902,593500902,Notre Dame de Pellevoisin,H
59350,Lille,0710,593500710,Faubourg de Douai,H
59350,Lille,0402,593500402,Sarrazins,H
59350,Lille,0201,593500201,vieux lille 1,H
59350,Lille,0502,593500502,Seclin,H
59350,Lille,0304,593500304,Cordonnier,H
59350,Lille,1002,593501002,entree lille fives,H
59350,Lille,0506,593500506,Arras,H
59350,Lille,2404,593502404,epine mont de terre 4,H
59350,Lille,2403,593502403,epine mont de terre 3,H
59350,Lille,2702,593502702,bourg delivrance 2,H
59350,Lille,0401,593500401,Montebello,H
59350,Lille,0106,593500106,lille centre 6,A
59350,Lille,0101,593500101,lille centre 1,A
59350,Lille,0406,593500406,Franklin,H
59350,Lille,0118,593500118,lille centre 18,H
59350,Lille,0508,593500508,Trevise,H
59350,Lille,0702,593500702,Faubourg des Postes A,H
59350,Lille,3002,593503002,sud marais 2,H
59350,Lille,3003,593503003,sud marais 3,H
59350,Lille,2405,593502405,epine mont de terre 5,A
59350,Lille,2904,593502904,mont a camp-marais 4,H
59350,Lille,2402,593502402,epine mont de terre 2,H
59350,Lille,0709,593500709,Lopofa-Tudor,A
59350,Lille,2802,593502802,mitterie 2,H
59350,Lille,0403,593500403,Magenta-Fombello,H
59350,Lille,0704,593500704,Croisette A,H
59350,Lille,0905,593500905,Saint-Maurice-cimetiere de l'Est,H
59350,Lille,1006,593501006,Convention,H
59350,Lille,1001,593501001,Centre,H
59350,Lille,0308,593500308,Grande Brasserie,H
59350,Lille,0110,593500110,lille centre 10,A
59350,Lille,2502,593502502,centre 2,H
59350,Lille,0107,593500107,lille centre 7,A
59350,Lille,0602,593500602,Concorde 1,H
59350,Lille,0204,593500204,vieux lille 4,H
59350,Lille,0112,593500112,lille centre 12,H
59350,Lille,0404,593500404,Flandre,H
59350,Lille,0603,593500603,Verhaeren,H
59350,Lille,0306,593500306,Arbonnoise,H
59350,Lille,0407,593500407,Stations,H
59350,Lille,2602,593502602,les sarts 2,H
59350,Lille,0701,593500701,Chr,A
59350,Lille,0116,593500116,lille centre 16,H
59350,Lille,1007,593501007,Mont de Terre,H
59350,Lille,0119,593500119,lille centre 19,H
59350,Lille,0205,593500205,vieux lille 5,H
59350,Lille,0906,593500906,Saint-Maurice des Champs,H
59350,Lille,0802,593500802,Canteleu,H
59350,Lille,2503,593502503,centre 3,H
59350,Lille,0108,593500108,lille centre 8,A
59350,Lille,0405,593500405,Brigode,H
59350,Lille,2901,593502901,mont a camp-marais 1,H
59350,Lille,0903,593500903,Pellevoisin-Rouges Barres,H
59350,Lille,0410,593500410,barthelemy,H
59350,Lille,1008,593501008,Petit Maroc,H
59350,Lille,0117,593500117,lille centre 17,H
59350,Lille,2401,593502401,epine mont de terre 1,A
59350,Lille,2903,593502903,mont a camp-marais 3,H
59350,Lille,0111,593500111,lille centre 11,H
59350,Lille,0501,593500501,Strasbourg,H
59350,Lille,0703,593500703,Faubourg des Postes B,H
59350,Lille,0901,593500901,Buisson,H
59350,Lille,0104,593500104,lille centre 4,H
59350,Lille,0907,593500907,Saint-Maurice-Briqueterie,H
59350,Lille,2703,593502703,bourg delivrance 3,H
59350,Lille,2705,593502705,bourg delivrance 5,H
59350,Lille,0302,593500302,vauban-esquermes,A
59350,Lille,0114,593500114,lille centre 14,A
59350,Lille,2704,593502704,bourg delivrance 4,H
59350,Lille,0503,593500503,Arsenal,H
59350,Lille,0707,593500707,400 maisons-cimetiere du Sud,H
59350,Lille,0207,593500207,vieux lille 7,H
59350,Lille,0113,593500113,lille centre 13,A
59350,Lille,0309,593500309,Lestiboudois,H
59350,Lille,0908,593500908,Saint-Maurice-Saint-Gabriel,H
59350,Lille,2801,593502801,mitterie 1,H
59350,Lille,0206,593500206,vieux lille 6,H
59350,Lille,0115,593500115,lille centre 15,H
59350,Lille,0604,593500604,Concorde 2,H
59350,Lille,0202,593500202,vieux lille 2,H
59350,Lille,2706,593502706,Plate-forme multimodale,A
59350,Lille,2902,593502902,mont a camp-marais 2,H
59350,Lille,0409,593500409,Mairie,H
59350,Lille,0601,593500601,Baltique-Vieux Faubourg,H
59350,Lille,1004,593501004,Marbrerie,H
59352,Linselles,0103,593520103,Est,H
59352,Linselles,0101,593520101,Centre,H
59352,Linselles,0102,593520102,Ouest,H
59359,Loon-Plage,0102,593590102,Grande Vacquerie,H
59359,Loon-Plage,0101,593590101,Les Kempes,A
59359,Loon-Plage,0103,593590103,Centre,H
59360,Loos,0202,593600202,Oliveaux 1,H
